Year,Month,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Region
2016,January,5.06967742,3.27655914,3.748817205,4.090645161,28.62580645,32.44516129,26.37096774,8.270967742,32.64193548,Central Business District and Surrounding
2016,January,3.66359447,2.318910467,2.90738973,3.25164582,28.37580645,32.00645161,26.18494624,11.12043011,34.62464847,East
2016,January,6.993548387,4.974193548,5.812903226,6.109677419,28.00967742,29.99032258,26.03870968,15.61935484,50.58064516,Islands
2016,January,5.84516129,3.981336406,4.61687788,4.981394009,27.83709678,31.73064516,25.19032258,10.36935484,35.91015532,North
2016,January,3.275917686,1.793103448,2.186206897,2.303448276,28.38064516,32.34193548,26.00322581,13.8516129,39.19677419,North-East
2016,January,3.195698925,1.935483871,2.516129032,2.76344086,28.42258065,31.03870968,26.5,8.687096774,35.34516129,South-East
2016,January,6.874193549,4.416129033,5.219354839,5.754838709,28.34516129,31.76774194,26.19354839,9.961290323,36.68064516,South-West
2016,January,7.633870968,5.110173697,5.83325062,6.434243176,27.63763441,31.69086022,25.16612903,6.839784947,31.88602151,West
2016,February,6.920306513,2.911111111,3.701149425,4.434482759,27.30689655,30.69482759,25,7.505172414,37.06551724,Central
2016,February,6.23953202,2.786945813,3.378325123,3.816748769,28.15172414,31.54827586,25.93448276,11.34827586,35.55172414,Central Business District and Surrounding
2016,February,6.236945813,2.25320197,2.857142857,3.528078818,27.9224138,31.34827586,25.72068965,13.74482759,38.3908046,East
2016,February,35.07126437,5.485057471,9.381609195,13.92183908,27.5362069,29.45287356,24.72758621,11.89770115,42.12988506,Islands
2016,February,6.424827586,3.022413793,4.012068965,4.839655172,27.42413793,31.0362069,24.78965517,12.22758621,39.00766284,North
2016,February,6.175862069,2.627586207,3.103448276,3.593103448,27.95517241,31.5,25.52758621,16.78275862,43.46551724,North-East
2016,February,5.379310345,1.990804598,2.485057471,2.866666667,28.01724138,30.42758621,26.19655172,11.1862069,40.19655172,South-East
2016,February,6.342528736,2.685057471,3.20229885,3.742528736,28.1137931,31.40344828,26.03103448,12.36551724,36.87586207,South-West
2016,February,6.947955999,2.938411169,3.777759667,4.547364693,27.46279933,31.45573022,24.9356674,8.497774398,33.7120915,West
2016,March,3.028673835,1.581003584,2.065949821,2.71827957,28.43387097,32.63387097,26.08387097,7.187096774,33.36129033,Central
2016,March,1.316129033,0.777419355,1.035483871,1.20967742,29.30645161,33.12258065,27.09677419,9.809677419,31.10322581,Central Business District and Surrounding
2016,March,1.023534086,0.821833784,0.938757349,0.958430002,29,33.17526882,26.66451613,12.48898776,34.85806452,East
2016,March,1.784946237,1.137634409,1.486021506,1.675268817,28.64746014,32.04304783,26.38861698,11.86129032,36.2,Islands
2016,March,3.292258064,2.211290323,2.669354839,2.888709677,28.51526882,32.97903226,25.60161291,12.03225807,35.81435484,North
2016,March,1.261290322,0.948387097,1.090322581,1.122580645,29.05806452,33.71290323,26.39032258,15.32580645,39,North-East
2016,March,0.976344086,0.705376344,0.909677419,0.967741936,28.8483871,31.63870968,27.01290323,10.5483871,37.51935484,South-East
2016,March,3.4,1.843010753,2.19139785,2.615053763,29.05806452,32.70967742,26.84193548,10.96451613,35.48709677,South-West
2016,March,2.785806452,1.746082949,2.126267281,2.415898618,28.59486261,33.09677419,25.91774194,7.796236559,31.36021505,West
2016,April,5.628571429,4.262857143,4.924761905,5.391428571,28.90666667,32.72333333,26.25333333,6.416666667,33.02333333,Central
2016,April,2.56,1.893333334,2.276666667,2.433333333,29.99333333,34.04333333,27.37666667,6.246666667,27.24666667,Central Business District and Surrounding
2016,April,3.781904762,2.488888889,2.834444445,3.118888889,29.59166666,33.86222222,26.86444444,8.237777778,30.70111111,East
2016,April,2.317777778,1.902222222,2.182222222,2.222222222,29.16761905,32.8181746,26.76698413,11.58666667,35.20777778,Islands
2016,April,6.689999999,5.028333333,6.22,6.598333334,28.92464286,33.88666667,25.64666667,7.74,29.8604023,North
2016,April,3.433333333,2.82,3.293333333,3.4,29.71333333,34.78333333,26.81333333,10.36333333,35.95666667,North-East
2016,April,3.246666667,2.217777778,2.786666667,2.995555556,29.36666667,31.53,27.07,9.036666667,32.99,South-East
2016,April,7.026666667,4.937777778,6.255555555,6.917777778,29.69666667,32.84333333,27.11333333,8.72,33.46666667,South-West
2016,April,7.265555556,5.044523809,6.262142857,6.990476191,29.0069729,33.49611111,26.04863985,6.362222222,30.15222222,West
2016,May,6.863082437,4.631182796,5.702867384,6.44516129,29.00322581,33.11290323,26.20322581,5.743548388,31.95806452,Central
2016,May,6.35967742,4.837096774,5.683870968,6.075806452,29.98387097,33.8,26.92903226,6.338709677,30.70322581,Central Business District and Surrounding
2016,May,5.430414747,3.786021506,4.349462365,5.04516129,29.53548387,33.51075269,26.71397849,7.065591398,31.64623656,East
2016,May,4.417204301,3.012903226,3.548387097,3.941935484,29.10430107,32.66451613,26.5483871,11.93763441,36.77311828,Islands
2016,May,7.405806452,5.201612904,6.119354839,6.616129032,28.61354839,33.48870968,25.22903226,6.819354839,33.63754171,North
2016,May,8.380645162,4.896774194,5.819354839,6.490322581,29.57419355,34.27419355,26.4483871,8.441935484,37.38064516,North-East
2016,May,5.15483871,3.539784946,4.223655914,4.666666667,29.44516129,31.41290323,27.12580645,9.667741935,34.85806452,South-East
2016,May,5.574193548,3.80860215,4.546236559,4.997849462,29.70645161,32.40967742,26.98064516,9.064516129,39.19032258,South-West
2016,May,7.540215054,4.899078341,6.049078341,6.855069124,28.95551075,33.23168459,25.86336917,6.066129032,31.55,West
2016,June,5.472962963,3.138888889,4.017407407,4.673333333,28.27666667,31.57,25.81166667,5.605,30.03833334,Central
2016,June,4.981666667,2.711666667,3.391666667,4.126666667,29.16666667,32.44,26.60666667,7.576666667,32.30333333,Central Business District and Surrounding
2016,June,4.618452381,2.728888889,3.586944445,3.930277778,28.83166667,32.09444445,26.37888889,6.994444444,30.81666667,East
2016,June,7.133333333,3.571111111,4.866666667,6.104444444,28.40716049,31.43,26.01555556,11.78777778,36.96222222,Islands
2016,June,5.770666667,3.045,3.613333333,4.075,27.77166666,31.74666667,24.87333333,6.388333333,31.46333333,North
2016,June,9.086666667,3.86,5.22,6.046666667,28.68333333,32.79,25.94,8.18,32.87333333,North-East
2016,June,3.206666667,1.675555555,2.048888889,2.413333333,28.97666667,30.52666667,26.97,10.87,38.98666667,South-East
2016,June,8.804444444,4.331111111,6.046666667,7.526666666,29.06333333,31.21,26.86333333,8.83,37.18333333,South-West
2016,June,9.471777778,4.663333333,6.151428572,7.375238095,28.17232057,31.53611111,25.55944445,6.090555556,29.54944445,West
2016,July,6.388530466,3.839426523,4.76344086,5.352688172,28.1,31.51290323,25.3483871,6.262903226,32.83870968,Central
2016,July,6.551612904,3.564516129,4.270967742,4.958064516,29.02903226,32.63548387,26.21290323,9.074193548,35.81935484,Central Business District and Surrounding
2016,July,4.689302929,2.632220986,3.119911012,3.65925102,28.67741936,32.00430108,25.87096774,7.632258065,32.24086022,East
2016,July,8.096236559,4.771594982,5.813799283,6.52311828,28.25815802,31.37293907,25.65398745,11.35277778,37.74023297,Islands
2016,July,8.718064516,6.374193549,7.775,8.694354839,28.01751947,32.12096775,24.64516129,6.95967742,34.7987208,North
2016,July,7.85483871,5.438709677,6.24516129,6.683870968,28.72903226,33.11290323,25.51935484,8.964516129,38.44516129,North-East
2016,July,5.32688172,3.208602151,3.972043011,4.593548387,28.75483871,30.47741935,26.59677419,11.24193548,35.36451613,South-East
2016,July,7.83655914,4.686021505,5.830107527,6.873118279,28.8516129,31.07741935,26.26129032,9.312903226,38.00322581,South-West
2016,July,9.685254109,5.860335426,7.458100866,8.351750424,28.08836573,31.534319,25.15663082,6.547365591,31.2002509,West
2016,August,3.485603345,2.6020908,3.12037037,3.338530466,28.75293255,31.82096774,26.15557185,7.284005376,34.67795699,Central
2016,August,3.358064516,2.448387097,2.787096774,3.138709678,29.47419355,32.66451613,26.87741935,10.13548387,34.37096774,Central Business District and Surrounding
2016,August,3.979057072,3.012390405,3.532655087,3.737080232,29.21290322,32.45591398,26.35053763,8.837634409,33.89032258,East
2016,August,4.047569892,2.674322581,3.474494624,3.882408602,28.65087366,31.6374104,26.19713262,12.9111828,39.18215054,Islands
2016,August,4.190827489,2.939200561,3.560203366,3.792426368,28.57419355,32.42258065,25.06612904,7.564516129,34.74244868,North
2016,August,4.058064517,3.161290323,3.903225806,4.070967742,29.69333333,33.86451613,26.31612903,10.40322581,38.28709677,North-East
2016,August,3.429776675,2.515880893,2.99751861,3.246484698,29.10322581,30.53548387,26.78709677,14.59677419,39.04516129,South-East
2016,August,3.010752688,2.030107527,2.529032258,2.821505376,29.3483871,31.31290323,27.14516129,10.17419355,37.88064516,South-West
2016,August,4.000406213,2.522145417,3.198387097,3.566794675,28.78010926,32.00645161,25.90430108,7.533870967,31.11182796,West
2016,September,5.406666667,3.57952381,4.566666667,4.848571429,28.43666667,32.34333333,24.97333333,5.453333333,31.67333333,Central
2016,September,7.15,4.62,6.166666666,6.656666667,29.03333333,32.52333333,25.76666667,13.41,41.09333333,Central Business District and Surrounding
2016,September,5.491111111,3.268888889,4.317011494,4.630114943,28.66333333,32.49222222,25.40444444,7.570957854,34.58137931,East
2016,September,5.66,3.575555556,4.68,5.193333333,28.26222222,31.50666667,25.21444444,12.98975309,42.08135803,Islands
2016,September,3.190833334,2.051111111,2.695555556,3.015555555,27.98166667,32.43,24.30333333,7.72,38.02367817,North
2016,September,4.18,3.3,4.126666667,4.4,28.91333333,33.74,25.27,9.076666667,41.22,North-East
2016,September,3.657777778,2.260740741,3.027407407,3.239259259,28.61,30.74333333,25.83,11.30666667,39.15666667,South-East
2016,September,6.013333334,4.351111111,5.335555556,5.593333333,28.87666667,31.21,25.83333333,10.89333333,46.46,South-West
2016,September,4.738596059,3.238143236,3.948806366,4.238691423,28.29722222,31.85944444,24.85666667,7.113333333,33.34,West
2016,October,7.229154016,4.918600569,5.734716951,6.051121126,28.33225806,32.02580645,25.23870968,5.758064516,31.88709677,Central
2016,October,8.761290322,5.896774194,6.980645162,7.258064516,28.83225806,32.09677419,25.72258065,14.00645161,41.83225806,Central Business District and Surrounding
2016,October,7.037864824,4.17235023,5.299743984,5.593509985,28.61290323,32.37741935,25.47741935,7.201075269,32.65806452,East
2016,October,6.840860215,4.462365591,5.225806452,5.595698925,28.12903226,31.10645161,25.21612903,13.91935484,41.6172043,Islands
2016,October,6.972634409,4.632594086,5.855241936,6.410483871,27.85483871,31.93387097,24.58870968,8.306451613,36.02188172,North
2016,October,6.825806452,4.341935484,5.580645161,5.929032258,28.77096774,33.07419355,25.56451613,8.203225806,37.49032258,North-East
2016,October,6.384946236,4.049462366,4.819354839,5.126881721,28.54193548,30.61935484,25.76451613,10.31935484,39.27741935,South-East
2016,October,8.365591398,5.810752688,6.875268817,7.255913979,28.74193548,30.92903226,25.89354839,12.07096774,49.91290323,South-West
2016,October,7.24948626,4.549548755,5.573474864,6.049706828,28.16885826,31.40260546,24.9722498,7.372779769,33.95424134,West
2016,November,9.951724139,6.642456897,7.872471265,8.964640805,27.35333333,31.15666667,24.68,4.79,29.49,Central
2016,November,9.236666669,6.01,7.133333334,8.21,28.03333333,31.42,25.32666667,15.17333333,40.87333333,Central Business District and Surrounding
2016,November,9.792633053,5.736402116,7.466722689,8.645795207,27.67333333,31.18666667,25.04222222,6.541111111,30.41111111,East
2016,November,9.365555554,5.191111111,6.986666667,8.261666667,27.33666667,30.22194445,24.96361111,12.06777778,38.15083333,Islands
2016,November,5.945333333,3.665,4.609166667,5.182083333,27.13111111,31.17666667,24.335,7.778333334,34.81022989,North
2016,November,6.786666667,4.88,5.72,7.04,27.86333333,31.89333333,25.12333333,7.763333333,35.31666667,North-East
2016,November,7.257777778,4.593333333,5.72,6.44,27.81,29.95,25.68333333,7.916666667,35.55666667,South-East
2016,November,7.333333333,4.904444444,5.726666667,6.402222222,27.93,30.41,25.39333333,9.686666667,41.95,South-West
2016,November,8.515713689,5.446797283,6.725364234,7.739975369,27.33653562,30.94706896,24.44128352,6.847222222,31.29666667,West
2016,December,6.876344086,4.344444444,5.347670251,5.937992832,27.22096774,31.42419355,24.69354839,6.159677419,31.25483871,Central
2016,December,5.841935484,3.609677419,4.2,4.861290323,28.15806452,32.2516129,25.62580645,17.11612903,42.12580645,Central Business District and Surrounding
2016,December,7.939631336,4.732718894,5.959907834,6.684792627,27.66290323,31.9827957,25.07634409,7.988172043,31.71935484,East
2016,December,5.815239155,3.478754171,4.372858732,4.999443827,27.35122358,30.74221357,25.03375973,15.72652948,43.35845384,Islands
2016,December,6.622580645,4.380645162,5.293548387,5.825806452,27.21451613,31.65,24.29516129,8.985483871,34.89193549,North
2016,December,7.735483871,4.980645161,5.95483871,6.419354839,27.9,32.57741935,25.07741935,9.006451613,38.14516129,North-East
2016,December,7.950537634,4.722580645,6.040860215,6.84516129,27.80322581,30.91290323,25.50967742,7.983870968,36.80967742,South-East
2016,December,5.122580645,3.086021505,3.993548387,4.59139785,28.01935484,31.09677419,25.75483871,12.0483871,43.22580645,South-West
2016,December,5.812903226,3.777880184,4.395391705,5.098617511,27.56090243,31.66329255,24.83724509,7.812903226,32.66075269,West
2017,January,9.902731429,5.053664566,6.385737239,7.627141268,26.9483871,30.85,24.56774194,5.796774194,31.7016129,Central
2017,January,6.635483871,3.322580645,4.277419355,4.909677419,27.79032258,31.43548387,25.66774194,16.34193548,41.31935484,Central Business District and Surrounding
2017,January,9.656221198,5.132718894,6.29124424,7.220276498,27.23548387,31.20107527,24.89139785,8.033333333,29.62580645,East
2017,January,7.236774193,3.46172043,4.30483871,5.15827957,27.46862745,30.81568627,25.35528147,12.1726784,35.1228739,Islands
2017,January,8.95032258,4.117741936,5.003225807,5.60483871,26.93620072,31.25322581,24.20967742,9.841935483,37.6233871,North
2017,January,9.183870967,4.980645161,6.380645161,7.270967742,,,,10.00967742,36.4483871,North-East
2017,January,7.073118279,3.548387097,4.496774193,5.31827957,27.41612903,30.07096774,25.51612903,8.729032258,35.77741935,South-East
2017,January,6.490322581,2.769892473,3.498924731,4.539784946,27.70967742,30.67096774,25.75483871,10.57096774,35.80322581,South-West
2017,January,7.741505376,3.751612903,4.625345622,5.395852535,27.31913979,31.19741936,24.7,7.458602151,30.04516129,West
2017,February,5.153061224,3.019387755,3.812244898,4.190816326,26.68214286,30.63571429,24.50714286,6.682142857,35.55714286,Central
2017,February,5.967857143,3.482142858,4.589285715,4.985714286,27.51785714,31.30714286,25.36428571,18.15714286,45.25714286,Central Business District and Surrounding
2017,February,7.555,4.448571429,5.522857143,6.454285714,27.36071429,31.39642858,25.0625,9.99107143,29.60535715,East
2017,February,5.13015873,2.637301587,3.406349206,4.18968254,26.94490741,30.25357143,24.83928572,17.54285714,42.22857143,Islands
2017,February,6.221071429,3.707619048,4.234444444,4.713174603,26.93928571,31.475,23.95,12.68214286,41.17407407,North
2017,February,6.825,4.157142857,5.157142857,5.992857143,,,,14.80714286,43.28571429,North-East
2017,February,5.557142857,3.233333333,3.966666667,4.457142857,27.38928571,30.32857143,25.41071429,11.05714286,40.625,South-East
2017,February,3.714285714,2.30952381,2.566666667,2.878571429,27.48214286,31.08571429,25.41428571,12.26071429,40.51428571,South-West
2017,February,4.820929071,3.065384616,3.560989011,4.083901099,27.0025641,31.34821429,24.47761905,7.77202381,32.36130953,West
2017,March,6.93400239,4.759522103,5.494623656,5.891230585,27.13225807,31.4,24.74032259,5.762903226,30.75967742,Central
2017,March,6.125806452,4.093548387,4.677419355,5.161290322,27.97741935,31.80645161,25.51935484,13.65483871,41.35483871,Central Business District and Surrounding
2017,March,5.284792627,2.926267281,3.439426523,3.874244752,27.58387097,31.64193548,25.17419355,8.656989247,29.34193549,East
2017,March,3.567741936,2.038709678,2.441935484,2.767741936,27.32847609,30.59005376,25.12682796,14.1983871,37.91129032,Islands
2017,March,8.53064516,5.238709677,6.593548387,7.434408602,27.17343551,31.75483871,24.12741936,9.329032258,36.31935484,North
2017,March,5.50967742,3.316129032,3.961290323,4.387096774,,,,10.64193548,34.75483871,North-East
2017,March,4.790021011,3.105566679,3.559006303,3.999082931,27.70322581,30.21290323,25.6,8.909677419,34.11290323,South-East
2017,March,4.494623656,3.038709677,3.567741936,3.827956989,27.78064516,31.14193548,25.66129032,9.074193548,34.40967742,South-West
2017,March,6.799078341,4.069230769,4.904962779,5.397766749,27.32157145,31.60322581,24.7016129,6.29516129,29.73064516,West
2017,April,7.770371086,5.220650716,6.437059007,7.051797372,27.56863637,31.61333334,24.71909091,5.088030303,31.97666666,Central
2017,April,10.18583334,6.094166667,7.59,9.144166667,28.57391304,32.35217391,25.76521739,12.43333333,38.225,Central Business District and Surrounding
2017,April,8.18904762,4.97,6.533333333,7.455555556,28.10666667,32.35888889,25.22666667,6.34,29.89,East
2017,April,9.971915584,5.724837662,7.282954545,8.573863637,27.83205739,31.11838217,25.21587912,15.47901786,43.96651786,Islands
2017,April,7.941333333,5.304047619,6.976666667,7.700357143,27.45047619,32.17440477,24.35345238,6.898690477,32.67214286,North
2017,April,8.33,6.666666667,8.933333333,9.326666667,,,,7.86,34.26333333,North-East
2017,April,8.933333333,5.564444444,7.16,8.38,28.22333333,30.41,25.87333333,8.473333333,36.08666667,South-East
2017,April,10.64666667,6.302222222,8.344444444,9.526666665,28.30666667,31.01666667,25.64,8.7,37.69,South-West
2017,April,9.552725309,6.042072599,7.702920028,8.58990951,27.74495325,31.65805556,24.72980769,5.945185185,32.15992064,West
2017,May,7.933634973,4.385850828,5.593463376,6.383562763,28.391067,31.88566998,25.80477668,6.545657568,32.27313896,Central
2017,May,8.070378151,4.728571429,5.579201681,6.229201681,29.02,32.55333333,26.44,9,36,Central Business District and Surrounding
2017,May,7.689976959,4.778145161,6.235143369,6.597410394,28.81774194,31.95053763,26.24301075,7.634408602,30.37526881,East
2017,May,7.917136886,4.454761905,5.752992984,6.77539185,28.39762026,31.41549595,26.11484674,12.71050157,40.49137931,Islands
2017,May,7.635032258,5.252822581,5.98883871,6.67983871,28.13417339,32.1857685,25.1556926,7.298629032,36.27774193,North
2017,May,7.269354839,4.109677419,5.316129032,6.109677419,,,,9.238709677,36.31935484,North-East
2017,May,7.434408602,4.347571376,5.603262885,6.175454209,28.89677419,30.49354839,26.75483871,11.67419355,38.72580645,South-East
2017,May,8.05651135,3.97646356,5.115292712,6.421744325,28.96774194,31.25806452,26.59354839,8.929032258,37.12903226,South-West
2017,May,9.29084853,5.262031901,6.811323618,8.031426623,28.28116394,31.5974799,25.49233372,6.852345365,31.8417753,West
2017,June,3.652501429,2.429356059,2.93390179,3.27173279,28.57833334,32.214,25.938,6.64,31.24512821,Central
2017,June,3.116140351,2.294035088,2.627719298,2.724561404,29.375,32.775,26.35,7.35,28.49166667,Central Business District and Surrounding
2017,June,3.355761382,2.196880342,2.669212454,2.889206349,28.88423077,32.17948718,26.39008547,7.747142857,28.42722222,East
2017,June,3.153737374,1.997676768,2.570909091,2.808282828,28.55174603,31.59037037,26.27069445,11.25333334,35.76,Islands
2017,June,4.714312133,3.056051086,3.660587484,3.989782886,28.36715687,32.6827451,25.15303922,7.552407407,32.89574074,North
2017,June,4.976666667,2.313333333,2.526666667,2.873333333,,,,9.206666667,34.35,North-East
2017,June,2.351111111,1.466666666,1.797777778,2.004444444,28.95666667,30.52666667,27.05,11.67333333,32.87333333,South-East
2017,June,5.410957855,3.296091954,4.215785441,4.750727969,29.16333333,31.45666667,26.96333333,9.546666667,35.73,South-West
2017,June,5.414152324,3.439590628,4.207406341,4.596251059,28.67550265,32.17189134,26.02876926,7.112779332,27.70583761,West
2017,July,4.9101764,2.971510753,3.801357712,4.344925751,28.54516129,31.69032258,26.08387097,6.593548387,30.35806452,Central
2017,July,4.077207977,2.127350428,2.911111111,3.168376068,28.95833333,32.28333333,26.57083333,8.108333333,31.25416667,Central Business District and Surrounding
2017,July,3.62450481,2.215253726,2.670107527,2.933418223,28.64516129,31.47526882,26.25268817,9.498924731,32.01290323,East
2017,July,3.8782801,2.129805604,2.762784046,3.202121405,28.19596336,31.05857268,25.98584628,10.33774564,30.23889507,Islands
2017,July,3.568998927,2.150946763,2.741161525,3.045756201,28.18074597,31.74667339,25.07096774,8.486247879,34.2089983,North
2017,July,3.774193548,2.529032258,3.329032258,3.632258065,,,,12.37096774,36.16129032,North-East
2017,July,3.430107527,1.996774194,2.568817204,2.925806452,28.69,30.04333333,26.95,14.69677419,36.75806452,South-East
2017,July,3.88172043,2.329032258,2.941935484,3.35483871,28.89677419,31.0483871,26.96451613,10.57419355,33.9516129,South-West
2017,July,4.561871843,2.632083815,3.269606002,3.788867832,28.51602832,31.42163675,26.0292226,8.803764859,31.53915423,West
2017,August,4.340322581,3.187826421,3.524718382,3.777099334,27.87550777,31.04313023,25.69982079,7.518951613,33.37125576,Central
2017,August,3.195483871,2.276774193,2.43688172,2.692580645,28.87777778,32.63333333,26.34074074,5.51,26.29333333,Central Business District and Surrounding
2017,August,3.395852535,2.337096774,2.794623656,2.977419355,28.4516129,31.4688172,26.3139785,9.366666666,33.04516129,East
2017,August,4.524731183,2.821505376,3.488172043,3.96344086,27.94086022,30.86774194,25.82795699,9.551612904,33.68709677,Islands
2017,August,7.268444091,4.382217808,5.377605541,6.332539859,27.96935484,31.73655914,25.11129033,8.958120135,35.78112903,North
2017,August,3.835483871,2.04516129,2.658064516,3.090322581,,,,11.36451613,36,North-East
2017,August,2.858064516,1.889247312,2.375268817,2.54516129,28.45806452,29.84516129,26.73870968,13.97096774,36.49677419,South-East
2017,August,4.519569893,2.879713262,3.335555556,3.707670251,28.60967742,30.79032258,26.68064516,10.07096774,32.88709677,South-West
2017,August,5.22304028,3.06851716,3.724311669,4.232109848,28.19763185,31.27279186,25.71221198,8.304456187,34.17052775,West
2017,September,5.375061728,3.659176955,4.173415638,4.588477366,27.91,31.58333334,25.28666667,6.588333333,33.975,Central
2017,September,7.046666667,4.948888889,5.641851852,6.345925926,28.79230769,32.67407407,25.98148148,5.103703704,28.67777778,Central Business District and Surrounding
2017,September,5.024285714,3.422222222,3.950555556,4.288333333,28.53777778,31.79666667,25.7,7.564444444,33.41777778,East
2017,September,6.004444444,4.334444444,5.063333333,5.447777778,27.83,30.98333333,25.33333333,8.967777778,35.10222222,Islands
2017,September,6.737575758,4.455454546,5.443636364,6.171666667,27.80333333,31.63333334,24.51166667,8.328333334,37.76333334,North
2017,September,5.38,2.473333333,2.98,3.633333333,,,,8.61,39.05,North-East
2017,September,5.185,3.758888889,4.335555556,4.631666667,28.41333333,29.97666667,26.05333333,11.93333333,40.31333333,South-East
2017,September,6.417777778,4.446666667,5.264444445,5.628888889,28.44,30.72333333,25.87,9.663333333,40.98666667,South-West
2017,September,8.243448276,5.413464696,6.749433498,7.367775041,27.91645977,31.38333333,24.93222222,7.082222222,34.87722222,West
2017,October,7.513419025,4.67247971,5.717004903,6.333794752,28.06935484,32.04032258,25.26935484,5.143548387,29.77741936,Central
2017,October,6.319032258,3.773010753,4.784301076,5.316344086,28.89285714,32.15862069,26.26206897,5.573333333,25.87333333,Central Business District and Surrounding
2017,October,5.585591398,3.823548387,4.375053763,4.627992831,28.46344086,32.20107527,25.54946236,6.438709677,29.57526882,East
2017,October,4.76827957,3.136482335,3.788940092,3.987941628,28.04946236,31.25250538,25.60215054,8.960215054,31.84301075,Islands
2017,October,5.124605117,3.037430478,3.557675195,4.050111235,27.93225806,32.08256529,24.6265745,7.389247312,32.08669355,North
2017,October,7.035483871,4.967741935,6.058064516,6.780645161,,,,7.583870968,35.7,North-East
2017,October,4.791397849,2.91827957,3.458064516,3.63655914,28.33548387,30.13225806,26.32580645,10.7516129,34.32258065,South-East
2017,October,6.464516129,4.296774193,4.956989247,5.458064516,28.46129032,30.70645161,26.21612903,9.712903226,38.98387097,South-West
2017,October,6.750709677,4.158786482,5.079155146,5.617419355,28.2083871,31.7827957,25.1672043,6.240322581,29.38225806,West
2017,November,9.295591905,5.536743435,6.930066243,7.767375549,27.01380952,31.17380952,24.40392857,5.324195403,31.28183908,Central
2017,November,9.875128205,5.485384616,7.063333334,8.077179488,27.74545455,31.54347826,25.15652174,6.4,31.09230769,Central Business District and Surrounding
2017,November,10.81259259,5.606296296,7.312098765,8.770308642,27.56777778,31.30888889,24.83111111,6.176666667,29.00777778,East
2017,November,11.1308642,6.076458067,7.68207748,9.248105577,27.47,30.62032311,24.73077855,9.450659856,36.31719881,Islands
2017,November,15.08956564,8.101003562,9.764319084,11.111667,27.03157895,31.3645933,24.12571771,8.813386729,38.01674641,North
2017,November,13.95333333,6.653333333,8.666666667,9.913333333,,,,7.436666667,38.94333333,North-East
2017,November,10.20444445,5.093333334,6.853333333,8.117777778,27.72,30.12333333,25.46333333,10.78,38.68666667,South-East
2017,November,12.34055556,6.458333333,8.528888888,9.89388889,27.54666667,30.25,25.08333333,10.45666667,45.37333333,South-West
2017,November,10.74243868,6.020971117,7.711211352,8.769604683,27.22871795,31.03723545,24.53639771,6.482183908,32.89239464,West
2017,December,7.980812426,4.55169194,5.394382869,5.886674019,27.0483871,31.45645161,24.62580646,5.969354839,31.58709677,Central
2017,December,6.205645162,3.955875576,4.459907834,4.778571429,28.016,32.292,25.676,8.653571429,31.96071429,Central Business District and Surrounding
2017,December,12.05345622,6.868817204,8.533333333,9.743010753,27.50107527,31.47634409,25.03118279,8.925806451,31.84516129,East
2017,December,6.719999999,3.731111111,4.773333333,5.303333333,27.26117085,31.38421659,24.81422812,10.16779708,33.06789358,Islands
2017,December,10.68387097,5.47311828,6.587096774,7.711827957,,32.065,24.22,11.68,35.885,North
2017,December,14.91612903,6.632258065,8.348387097,9.980645161,,,,10.3483871,40.77741935,North-East
2017,December,8.477419354,5.283870968,6.288172043,6.737634408,27.67096774,30.61935484,25.60645161,11.02258065,40.40645161,South-East
2017,December,7.223655914,3.20860215,3.90967742,4.696774194,27.68387097,30.85483871,25.59032258,11.73225806,39.19677419,South-West
2017,December,8.070544724,4.671345014,5.50016205,6.164974426,27.38096774,31.48428379,24.7735023,7.595822994,31.64257356,West
2018,January,12.72479945,6.358615425,7.77014849,9.728881494,26.08653576,30.31653226,23.74879033,5.601553166,27.72204301,Central
2018,January,12.19895053,6.849325338,8.512518741,9.45982009,26.94375,31.22941176,24.60588235,7.62173913,29.60434783,Central Business District and Surrounding
2018,January,11.82922811,4.857074373,6.616666667,8.18094982,26.49784946,30.20860215,24.12365591,8.968817203,30.58709677,East
2018,January,8.665321413,4.2651341,5.298782461,6.273529161,26.23614059,30.26133953,23.91034483,10.61739038,32.83381226,Islands
2018,January,11.27892302,4.314895887,5.703727172,7.130549155,26.11111111,30.35420876,23.69200336,10.06779388,35.05423281,North
2018,January,12.89032258,5.303225806,6.64516129,8.24516129,,,,8.75483871,34.29032258,North-East
2018,January,9.692473119,4.447311828,6.148387097,7.533333333,26.57741935,29.38064516,24.65806452,10.67419355,38.21935484,South-East
2018,January,10.41796416,5.071053763,6.121476702,7.61316129,26.52580645,29.68064516,24.46451613,11.32580645,37.22580645,South-West
2018,January,10.56795688,5.248629725,6.621190136,7.81210814,26.45613136,30.54790676,24.01561431,6.996394303,28.29838941,West
2018,February,1.490349206,0.831301587,1.097777778,1.321047619,26.75892858,31.1375,24.39285714,7.707142857,34.92857143,Central
2018,February,0.426098901,0.28489011,0.296428572,0.321703297,27.496,31.468,25.336,11.48846154,33.83076923,Central Business District and Surrounding
2018,February,0.827040816,0.433928571,0.536904762,0.655357143,27.35238095,31.33928572,24.81190476,14.29642857,38.10952381,East
