Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Region,Year,Month
-0.4719920782507189,-0.5846187423940744,-0.5723479815398164,-0.39699707283885954,0.10771020944901555,0.8253756042925702,0.2310539591404726,-0.21423823218858926,-0.5757350222950404,Central Business District and Surrounding,2014,3
-1.21030162681906,-1.4841308456024302,-1.4623725000444434,-1.3415171778536947,-0.09040831035432056,1.0162096719186091,-0.2508243220948327,0.8206863636223309,0.2315846011834839,East,2014,3
-1.1502604437949044,-1.2358744705336286,-1.2222896671341272,-1.163660844844719,-0.5864264892914565,-0.41193722343216194,-0.24441263731864638,0.7452399742980537,0.05327187752211867,Islands,2014,3
-0.3963937610329591,-0.7771056531881454,-0.8038406269791349,-0.7663763263023535,-0.7097893422317989,0.95839816912733,-1.6092001260779885,0.5288028640576367,0.7030038527974118,North,2014,3
-1.0498925993594466,-1.7135033327703546,-1.6607947673091559,-1.569590274052536,-0.19259575754688493,1.2227594826056987,-0.562091649404892,1.596171357067032,0.7278337348701337,North-East,2014,3
-1.253138611781513,-1.4824964965389729,-1.4448133926672273,-1.3185295732619313,-0.7719140424046494,-0.8098891909631485,-0.3011370734155602,0.26868563288341035,0.7609517057953217,South-East,2014,3
-0.45545701322550824,-0.6249139089262634,-0.47697109482675865,-0.42096127482672635,-0.025759110652475044,0.32359426606870245,0.14119016907087145,0.6754028633530185,0.0796431547687249,South-West,2014,3
-0.781670875427529,-0.9579663415445777,-0.9532548262862943,-0.9119349100285622,-0.42931840912626323,1.0038615821193464,-1.0609007836705486,-0.3708793278292753,-0.6706984283298597,West,2014,3
0.7359736728013256,1.0626033116324645,0.9737880415815232,0.8617315492301072,0.009207081357940813,0.7384899726624377,-0.2465264852337403,-1.2808034369549683,-0.772566281425693,Central,2014,4
0.6570882990877503,1.0880336236836774,1.0257900123322483,0.8710397611255731,0.97679009925227,0.936845146492823,0.435787113540431,-1.3171187338370745,-1.4410128171552703,Central Business District and Surrounding,2014,4
0.21348085125009697,0.45673234760717896,0.352488301726625,0.197742088765875,0.4919211014884355,0.9994836224392637,0.13702258547282223,-0.8785682927077713,-0.8090270015563972,East,2014,4
-0.3448484518898545,-0.3465672965202375,-0.3492906792338081,-0.38504251687111546,0.05015156588255249,-0.1616481238034754,0.1572093703806929,-0.7205102869717303,-0.9920058020812541,Islands,2014,4
0.387057459568569,1.10532954846331,1.0666487040184445,0.9555755500565353,-0.544621071374419,1.0047034954347955,-1.2255859529640578,-0.7609759030706154,-1.3653905834853044,North,2014,4
